山东,1806
贵州,250
江西,335
重庆,287
内蒙古,289
湖北,463
辽宁,491
湖南,441
福建,389
上海,648
北京,1104
广西,299
广东,1006
四川,535
云南,252
江苏,1110
浙江,728
青海,82
宁夏,162
河北,974
黑龙江,363
吉林,144
天津,430
陕西,434
甘肃,244
新疆,202
河南,996
安徽,617
山西,492
海南,0
台湾,59
西藏,66
香港,126
澳门,57
其他,0
